0,1,2,3,4,5,6,7
5,by ****9,Under Armour,1103570174_SGAMZ-4261240189,Polyester,T-Shirts,Anti-Odour,Training
5,by Lee T.,Under Armour,1103570174_SGAMZ-4261240189,Polyester,T-Shirts,Anti-Odour,Training
5,by D***s,Under Armour,1103570174_SGAMZ-4261240189,Polyester,T-Shirts,Anti-Odour,Training
5,by K***.,Under Armour,1608188838_SGAMZ-8076923723,Polyester,T-Shirts,Anti-Odour,Training
5,by Desmond N.,Under Armour,1608188838_SGAMZ-8076923723,Polyester,T-Shirts,Anti-Odour,Training
5,by 8***9,Under Armour,1608188838_SGAMZ-8076923723,Polyester,T-Shirts,Anti-Odour,Training
5,by Alan L.,Under Armour,1608188838_SGAMZ-8076923723,Polyester,T-Shirts,Anti-Odour,Training
5,by J***y,Under Armour,1608188838_SGAMZ-8076923723,Polyester,T-Shirts,Anti-Odour,Training
5,by Zhihong X.,Under Armour,2268282878_SGAMZ-13081026503,Polyester,T-Shirts,Breathable,Training
5,by Kevin T.,Under Armour,2268282878_SGAMZ-13081026503,Polyester,T-Shirts,Breathable,Training
5,by Chua C.,Under Armour,2268282878_SGAMZ-13081026503,Polyester,T-Shirts,Breathable,Training
5,by B***i,Under Armour,1976496686_SGAMZ-10964753214,Cotton,T-Shirts,Anti-Odour,"Cycling,Training,Camping & Hiking,Extreme Sports,Yoga & Stretch"
5,by Tan Q.,Under Armour,1976496686_SGAMZ-10964753214,Cotton,T-Shirts,Anti-Odour,"Cycling,Training,Camping & Hiking,Extreme Sports,Yoga & Stretch"
5,by Eugene T.,Under Armour,1976496686_SGAMZ-10964753214,Cotton,T-Shirts,Anti-Odour,"Cycling,Training,Camping & Hiking,Extreme Sports,Yoga & Stretch"
